5.0	3.6099634643526644
2.5	2.769710626528905
4.5	3.612940922861319
5.0	3.965421096749131
4.0	3.172047533113437
4.0	3.170099967954509
2.3	2.720742319800153
5.0	4.143398277485318
3.3	3.573762752736856
3.2	3.633985656159118
2.5	3.0085951253043164
4.0	2.798011301901946
5.0	3.975683361694742
4.0	3.475455935218519
3.3	3.419358084980517
3.5	3.842297243463149
4.0	2.7344299944201715
3.0	2.731493933127635
4.0	3.63679778480525
3.0	3.135776757360932
2.5	3.2001094748591603
2.5	2.738197526248893
3.3	3.818577962713101
3.0	3.0408017947398958
4.5	3.4123806772507446
2.0	2.200001619079319
3.5	3.758282146415316
4.5	3.874049013733931
4.2	3.4396182802216395
2.5	2.524901514522366
4.0	3.3825460110656245
3.5	3.1432256200000914
3.3	3.521122865535027
2.2	3.1620687508912946
3.2	3.1244633891374693
3.2	3.845391255187159
2.5	2.255428272750395
2.5	3.7012077227735602
1.0	3.135602612427078
3.2	3.0179686455346406
5.0	3.6609741023603006
2.2	3.540699503890884
3.0	3.689278870139345
2.5	3.703918968650686
2.5	3.2496759635818897
4.0	3.660837512405352
4.0	3.408772137414589
3.2	3.5996848617801174
3.5	3.9979766066799853
4.0	3.745113173566133
2.5	2.685051494254222
1.5	3.090136689674681
3.2	3.4780028657328264
4.5	3.8150875924693137
4.2	3.5711622080751635
2.7	3.2046967630944327
2.0	2.6419546516377475
2.5	3.6991822357198254
3.2	3.6931059551062964
3.5	3.6629736649786864
3.7	3.480734262811704
3.5	3.5603141531321754
3.7	3.433094932102036
3.2	3.7393632643150196
4.0	3.4728194363039613
4.3	3.3401029059197436
3.5	3.3002445015630855
3.0	3.2674964042779826
4.0	3.5876589673628403
4.2	3.5305907177232503
4.2	3.7431960385480947
2.2	2.7726779958779186
4.2	3.484978013977118
2.5	3.1650292477671504
3.0	3.184081469140326
3.2	3.5173825245805745
3.0	2.4472930000004407
3.7	3.8221688303134176
2.7	3.2096761807821976
2.0	3.544151979881207
2.5	2.9883480027436735
4.0	3.623289041416336
2.5	2.994313577721991
3.5	2.205089794396255
3.0	2.683608237052292
3.5	3.587149511771311
2.5	3.712532194641822
3.5	3.62646600140528
2.2	3.1123522173672997
3.2	2.4059951770709835
2.2	3.66995481203275
5.0	3.7343401223192965
4.2	3.5837966771621916
4.0	3.6335792175740793
4.7	3.703510403811061
4.3	3.9329906799073027
3.5	3.6801033679063146
2.2	2.943533820211672
3.2	3.2262061455487743
4.2	3.366482028973917
5.0	3.934555682878539
4.8	3.0991376241277067
3.5	3.97654244375876
2.7	3.5317893288011195
3.7	3.7504757411161718
4.8	3.88779386179161
3.2	3.0593789129236773
4.3	3.919048339746205
4.2	3.894572337688233
3.2	2.8439065383311473
3.7	3.0632585118627818
